name,region,distance_km,elevation_gain_m,difficulty,duration_min,days,description,route_number,url
Chemin de la Combe Grède,Saint-Imier → Sonvilier,13.0,720.0,Bergwanderweg | technical: medium | fitness: medium,250,1,"Die Wanderung beginnt in Saint-Imier, Hochburg der Uhrenindustrie im Berner Jura. Das erkennt man auch an der Bauweise: Das Stadtbild prägen parallel verlaufende Strassen sowie Gebäude mit grossen Fenstern, die viel Tageslicht hereinlassen. Die renommierte Uhrenfabrik Longines hat noch immer hier ihren Sitz. In den ursprünglichen Gebäuden im unteren Dorfteil unmittelbar an der Schüss befinden sich die Werkstätten sowie ein Museum. Die Route führt an der Manufaktur vorbei, bevor sie in Richtung Combe Grède abzweigt. Schier unpassierbar erscheinen die Felskessel der Schlucht. Der gut ausgebaute Wanderweg ist jedoch an mehreren Stellen mit Leitern gesichert, die den recht anspruchsvollen, steilen Aufstieg erleichtern. Im Naturschutzgebiet sind Gämsen und Murmeltiere heimisch. Die Stille und Schönheit der wilden Natur sowie die Vielfalt von Flora und Fauna konnten hier erhalten werden. Rund 500 Höhenmeter weiter oben befindet sich der Aussichtspunkt La Corne, höchster Punkt der Wanderung. Von den Felsen aus bietet er einen Tiefblick auf die Combe Grède und das Vallon de Saint-Imier. Am Abstiegsweg liegt die Métairie des Plânes. In den typischen Berggasthöfen werden für die einfachen Gerichte oft vor Ort produzierte Produkte verwendet. Die Route führt zur Burgruine von Ergüel und durchquert dabei die bewaldeten Weiden, die charkateristischen Landschaften des Jurabogens. Das Château d'Erguël ist die besterhaltene Burgruine im Berner Jura. Deren Ursprünge sind bis heute nicht vollständig geklärt. Der Basler Bischof Burkhard von Fenis benutzte sie wahrscheinlich im frühen Mittelalter während des Konflikts zwischen dem Bistum Basel und dem Bistum Lausanne. Auch Legenden ranken sich um die Burg, etwa jene der «Dame Blanche d’Erguël». Dieser zufolge spukt ihr Geist bis heute durch die Ruinen. Von hier steigt der Weg in ein paar Kehren hinunter an die Schüss. Bis zum Bahnhof von Sonvilier ist es jetzt nicht mehr weit.",427,https://www.schweizmobil.ch/de/wanderland/route-427
Chemin Tiergart-Plain Fayen,Vicques → Corban,12.0,560.0,technical: easy | fitness: medium,215,1,"Am Startort in Vicques lohnt es sich, die Kirche mit seiner modernen Architektur und den bemalten Glasfenstern zu besuchen. Im Weiteren zu entdecken sind das astronomische Observatorium und das Haus der Astronomie. Nach Vicques steigt der Weg sanft an und führt zur Waldhütte Pré Godat. Die Wanderung wird fortgesetzt durch abwechslungsreiche Waldlandschaften und führt anschliessend in die romantische Schlucht Tiergarten. Hier lohnt ein kleiner Umweg zu einer der weltweit grössten Sammlungen ausgestopfter Tiere: Seit dem Sommer 2010 können hier mehr als 3'000 Tiere in einem neu gestalteten Ausstellungssaal bestaunt werden. Der wunderschöne Weg durch die Schlucht Tiergarten wird fortgesetzt und führt über Felder und Weiden bis nach Vermes. In Vermes wartet eine Sehenswürdigkeit von ausserordentlicher Bedeutung: Die romanische Kirche mit seinen Fresken aus dem 15. Jahrhundert, unter Schutz gestellt durch die UNESCO. Unmittelbar nach der Kirche führt ein botanischer Themenweg in die Höhe, wo die Wiesen von Plain-Fayen erreicht werden. Nach dem Halt in einer Waldhütte oder am Picknick Platz im Schatten einer grossen Pinie, wird die Wanderung durch den Wald fortgesetzt bis nach Corban, wo regelmässige Busverbindungen zurück zum Startort in Vicques bestehen. Entlang der Wanderung bestehen zahlreiche Rast- und Verpflegungsmöglichkeiten: Die für alle offen stehenden Waldhütten sind zum Picknick und zum Grillieren geeignet; in Vicques, Vermes und Corban befinden sich Restaurants.",451,https://www.schweizmobil.ch/de/wanderland/route-451
Chemin du 100e du CAS Jura,St-Ursanne → Lucelle,17.0,1000.0,Wanderweg | technical: easy | fitness: difficult,345,1,"St-Ursanne wird auch als «Perle des Juras» bezeichnet. Besonders reizvoll ist der Blick auf das mittelalterliche Städtchen mit Kloster und Stiftskirche von der vierbogigen Steinbrücke aus, die über den Doubs führt. Etwas oberhalb in Outremont befinden sich zwei kleine Museen. Eines ist den Fossilien der Umgebung gewidmet, im anderen sind landwirtschaftliche Geräte ausgestellt. Wenn der Pächter Zeit hat, öffnet er gerne die Türen. Er hat einige der schönen Skulpturen selber geschaffen. Ein Höhenweg führt auf eine Anhöhe über Montgremay. Linker Hand: die grüne Ajoie und das benachbarte Frankreich mit den Vogesen. Rechts werden die Clos du Doubs, der Chasseral und die Berner Alpen erblickt. Das Musée du Mont-Repais in La Caquerelle erzählt die Geschichte der französisch-schweizerischen Befestigungen in der Burgundischen Pforte von 1871 bis 2007. Nach dem Passieren des Col des Rangiers und vor der SAC-Hütte der Sektion Jura gelangt man nach Ordons. Hier befindet dich der höchste Punkt der Wanderung mit herrlicher Panoramasicht auf den Bezirk Delémont, die Stadt Basel, den Schwarzwald und das Elsass. Vor dem Abstieg empfehlen sich die Aussichtspunkte La Roche au Cerf und Grande Roche. Umgeben von Wäldern, stehen die Überreste des im 12. Jahrhundert gegründeten Zisterzienserkloster von Lucelle auf französischem Boden. Zu sehen sind noch ein Torbogen, ein Brunnen sowie das Landhaus des Abts Delfils. Der Ort Lucelle liegt an einem gestauten See der Lützel mit natürlichen Uferzonen, die auf Spaziergängen entdeckt werden können.",453,https://www.schweizmobil.ch/de/wanderland/route-453
Chemin du Val Terbi,Montsevelier (Rundweg),11.0,700.0,Wanderweg | technical: medium | fitness: medium,230,1,"Das Val Terbi liegt östlich von Delsberg, die kleinen Dörfer in der Talschaft sind landwirtschaftlich geprägt. So auch Montsevelier im hinteren Teil des Tals, das sich entlang des gleichnamigen Baches erstreckt. Bei der sehenswerten Dorfkirche St.Georg, im neugotischen und -romanischen Stil gebaut, startet die Route. Sie folgt einem Pfad hinauf bis zum Waldrand. Von dort schlängelt sich ein schmaler, steiler Abschnitt zum Welschgätterli, der «petite porte des Welches». Der felsige Passübergang zwischen den Kantonen Solothurn und Jura bildet die Sprachgrenze. An den Picknick-Tischen kann eine Pause gemacht werden. Von hier folgt die Route dem Grat im Wald. Die Durchgänge in den Felsen wurden schon seit der Antike genutzt, um die Jurakette zu überqueren. In den 1980er-Jahren fanden Bauern, die auf den Feldern arbeiteten, Tonscherben die bezeugen, dass das Gelände bereits im 7. Jahrhundert besiedelt war. Auf den Höhen überquert ein Trampelpfad die zauberhafte Weide von La Chèvre mit Sicht über das Val Terbi. Dem Waldrand entlang vorbei am Hof Greierlet wird bergauf über Wiesen der Bauernhof Champre erreicht. Hier bietet sich ein herrlicher Blick über das Delémont-Tal auf der einen und die Region Basel auf der anderen Seite. Von Le Champre, höchster Punkt der Route, geht es auf einem schmalen Pfad hinunter zum Dorf Mervelier, das zuhinterst im Val Terbi liegt. Der Weg durch den Wald ist manchmal rutschig und teilweise steil. Im Frühling duftet es nach Bärlauch, der hier am Wegrand wächst. Das Strassendorf Mervelier erstreckt sich entlang des Scheltenbachs, der das Gebiet nach Westen zur Birs entwässert. Die Route wendet am Ortsrand und folgt dann einem Weg durch die Felder. Hier bietet sich erneut ein freier Blick auf Val Terbi und das Tal. Von Jurakämmen umrahmt geht es zurück nach Montsevelier.",454,https://www.schweizmobil.ch/de/wanderland/route-454
Bonfol Km 0,Bonfol (Rundweg),18.0,280.0,Wanderweg | technical: easy | fitness: medium,260,1,"Bonfol liegt am äusseren Rand der Ajoie an der Grenze zu Frankreich. Bekannt ist es vor allem für seine Töpfereitradition. Die rötliche Tonerde, die hier gegraben wurde, eignete zum Beispiel ausgezeichnet für die Herstellung von Fondue-Caquelons. Ein berühmter Bürger des kleinen Dorfes: der Automobilbauer und Rennfahrer Louis Chevrolet. Als Wanderziel ist die Gegend weniger bekannt, doch der Lehrpfad «Kilometer Null» mit mehreren Informationstafeln bietet einen spannenden Einblick in die Geschichte dieser beinahe vergessenen Grenzregion. «Kilometer Null» – das ist der Anfang der Kriegsfront, die damals von der Schweizer Grenze bis zur Nordsee reichte. Gestartet wird beim Bahnhof Bonfol. Durch das Dorf taucht im Norden der Weg Mitten in die majestätischen Wälder von Ajoie. Beim Waldrand angekommen befindet sich der Largzipfel, ein Stück Land, das bis zum Flüsschen Larg ins Elsass hinausragt. Hier standen sich im Ersten Weltkrieg während vier Jahren Schweizer, deutsche und französische Soldaten gegenüber. Hier befindet sich der Grenzstein 111, der offizielle «Kilometer Null» der Westfront. Dessen Geschichte wird auf einem Lehrpfad mit mehreren Stationen erschlossen. Auf einer Holzbrücke wird zuerst die Larg überquert – und damit die Grenze nach Frankreich. Entlang des Flusses können weitere Überreste der drei Fronten entdeckt werden: Maschinengewehrstellungen, ein Betonunterstand, eine Kasematte der Infanterie oder verfallene Sperrstellungen. Der Weg wird hier ist recht sumpfig. Vorbei an einem Badeweiher folgt der Wegweiser zur Villa Agathe. Der erste französische Unterstand der Westfront enthält unter anderem einen Raum mit einer Lücke im Dach, wodurch Gewehrgranaten verschossen werden konnten. Weiter folgt eine intakte Eisenbahnbrücke bei Pfetterhouse; in der Folge macht der Weg eine lange Linkskurve, die dem Bahntrassee folgt. Teile einer zerstörten Eisenbahnbrücke können etwa in der Hälfte entdeckt werden. Danach wird wieder Schweizer Boden betreten. Im Wald wandert man vorbei an der geschützten Weiherlandschaft am Rand von Bonfol. Ein Damm trennt die beiden Hauptweiher «Etang du Mileu» und «Le Neuf Etang». Das beliebte Naherholungsgebiet bietet sich für eine Pause an, bevor nach Bonfol zurückgekehrt wird.",456,https://www.schweizmobil.ch/de/wanderland/route-456
Des Franches-Montagnes au Doubs,Le Noirmont (Rundweg),14.0,700.0,Bergwanderweg | technical: medium | fitness: medium,265,1,"Le Noirmont erstreckt sich auf dem Plateau der Freiberge, am Rand des tief eingeschnittenen Tals, durch welches der Doubs fliesst. In dieses führt die Wanderung, die beim Bahnhof startet. Durch den Wald steigt die Route ab zum Fluss und erreicht diesen in Goule, in der Nähe des Kraftwerks. Nur wenige Schritte entfernt befindet sich auch ein Restaurant mit herrlichem Blick auf das Wasser. Dann führt der Weg relativ eben entlang des Doubs, der die Grenze zwischen der Schweiz und Frankreich bildet. Auf diesem Abschnitt ist der Fluss rein französisch. Im Restaurant le Theusseret, wo die Route wendet und der Aufstieg beginnt, kann mit Blick auf den Wasserfall beim Damm die berühmte Forelle probiert werden. Gestärkt geht es danach hinauf auf einem Bergweg zum Ort Chez-le-Bolé. Dieses Stück im Wald ist sehr steil und rutschig. Es ist mit Ketten und ein paar kurzen Leitern gesichert. Nicht verpassen sollte man den Felsenschutz Blanche-Eglise. Der Weg verläuft dann am Fuss des Felsgrates Les Sommêtres. Dieser Ort ist bei Kletterern sehr beliebt. Zuhinterst kann ein Rundgang zu den Ruinen des Schlosses Spiegelberg unternommen werden. Im Mittelalter errichteten die Herren von Spiegelberg beim rasiermesserscharfen Grat eine Burg. Weil die Hänge fast senkrecht abfallen, galt sie damals als uneinnehmbar. An gleicher Stelle befindet sich heute eine Schutzhütte. Eine Pause hier oben lohnt sich: Der Sommêtre-Grat ist einer der luftigsten und aussichtsreichsten Punkte im Kanton Jura mit herrlichem Blick über das Doubs-Tal, nach Frankreich und auf einen Teil der Freiberge. Auf dem Rückweg zum Bahnhof von Le Noirmont führt der Weg noch zur Waldhütte Crauloup und entlang der Reha-Klinik Roc Montès. Im Dorf können auf einem Rundgang die alte Kirche, heute ein Kulturzentrum, und die neue Kirche mit ihrer modernen Architektur entdeckt werden.",457,https://www.schweizmobil.ch/de/wanderland/route-457
Chemin des Crêtes des Franches-Montagnes,Les Breuleux → Le Noirmont,10.0,220.0,Wanderweg | technical: easy | fitness: easy,155,1,"Die Wanderung beginnt am Bahnhof von Les Breuleux. In dem Dorf sind einige bekannte Uhrenfirmen ansässig. Am Dorfausgang steigt man bis zum Bauernhof Peu-Girard auf, einem der ältesten Gehöfte der Region, heute schön restauriert und Ausgangspunkt des Höhenwegs. Auf dem Höhenweg kommt man an den drei Windrädern von Le Peuchapatte vorbei. Auf der linken Seite kann man den Windpark Mont-Soleil, den grössten der Schweiz, erkennen. Anschliessend geht es wieder bergab in Richtung Le Creux-des-Biches. Der Weg führt weiter durch die typischen Wytweiden, auf denen die Pferde den Sommer über in Halbfreiheit leben. In Le Peu-Péquignot bietet sich die Möglichkeit, in der Auberge Du Peu- Péquignot einzukehren. Auf der sonnigen Terrasse geniesst man einen Ausblick auf die typische Landschaft. Freiberger Pferde tummeln sich auf den weiten, von Trockenmauern gesäumten Wiesen. Die Wanderung führt schliesslich nach Le Noirmont, wo man die Fromagerie des Franches-Montagnes besichtigen oder sich in einem der Restaurants des Ortes stärken kann, bevor es weiter geht.",458,https://www.schweizmobil.ch/de/wanderland/route-458
Chemin de la Courtine,Glovelier → Bellelay,14.0,660.0,Wanderweg | technical: easy | fitness: medium,250,1,"Vom Bahnhof Glovelier aus geht es zunächst durch das Dorf bis zum Naturschutzgebiet Combe Tabeillon. Von dort führt die Wanderung mitten in die tief eingeschnittene und bewaldete Schlucht, wo man an einigen Stellen den berühmten roten Zug der Jurabahnen vorbeifahren sehen kann. Anschliessend verlässt man die Schlucht in Richtung Saulcy, wo sich schöne Ausblicke auf die Umgebung bieten. Die Route führt weiter über die Hochebene der Freiberge, vorbei am lieblichen Etang des Beusses bis nach Lajoux – dem Dorf, in dem die «Girolle» erfunden wurde, mit der man den Tête de Moine in feine Rosetten schabt. Nachdem das charmante Dorf durchquert ist, geht es weiter durch eine Kulisse aus Wäldern und Weiden, bevor man Bellelay erreicht. Das Dorf gilt als Wiege des Tête de Moine-Käses und beherbergt das Maison de la Tête de Moine, bestehend aus einem Museum und einem Laden für regionale Produkte. Für Kulturinteressierte lohnt sich ein Besuch der alten Abteikirche mit ihren beeindruckenden Orgeln und ihrer barocken Architektur.",459,https://www.schweizmobil.ch/de/wanderland/route-459
Wildenstein – Rifenstein Weg,Liestal → Reigoldswil,16.0,600.0,Wanderweg | technical: easy | fitness: medium,270,1,"Nach einer Einlaufphase von Liestal nach Bubendorf wird der erste Aufstieg auf den Murenberg mit der Aussicht auf die Rheinebene belohnt. Bald folgt das Naturschutzgebiet von Schloss Wildenstein. 500 Jahre alte, knorrige Eichen säumen den Weg und bilden die romantische Kulisse bis zum Schlosstor. Auf einem Rundgang mit Audiostationen fühlt man sich unverzüglich ins Mittelalter zurückversetzt. Der zauberhafte Rosengarten, ein Abstecher zum Sormatt-Wasserfall oder ein Verpflegungshalt beim Hofladen runden den Besuch ab. Die Wanderung führt weiter durch die hügelige Landschaft nach Titterten. Besonders im April sind die vielen blühenden Kirschenbäume rund um Titterten eine wahre Pracht. Das dunkle, moosige Tal Flüegrabe führt vorbei an der sagenumworbenen Ruine Rifenstein. Reigoldswil ist schliesslich Endpunkt der Wanderung und Ausgangspunkt für Ausflüge ins Wasserfallengebiet.",469,https://www.schweizmobil.ch/de/wanderland/route-469
Wasserfallen-Rundweg,Wasserfallen Bergstation (Rundweg),10.0,560.0,Wanderweg | technical: easy | fitness: medium,190,1,"Wuchtig schiebt der Baselbieter Jura einen Riegel zwischen die Region Basel und das Schweizer Mittelland. Einer der besten Orte, beide Landschaftsräume zu überblicken, ist die Wasserfallen. Die Gondelbahn führt vom malerischen Reigoldswil in eine national geschützte Berggegend mit schmalen Kretenwegen, wo die Natur Oberhand hat. Wer jedoch auf den Wasserfallen einen Wasserfall sehen will, muss gut suchen: Der Flurname beschränkte sich ursprünglich auf einen kleinen Felszirkus bei der «Säuschwänki», wo die Quellbäche der hinteren Frenke hinunterstürzen. Später wurde das ganze Gebiet rund um die heutige Wasserfallen-Gondelbahn so bezeichnet. Am ehesten sieht man eine Art Wasserfall im Winter: Wenn sich der Nebel des Mittellands just über den Sattel bei der Wasserfallenweid hebt, fallen die Schwaden wasserfallartig ins sonnenverwöhnte Baselbiet – ein Naturspektakel! Die Wanderung rund um die Wasserfallen ist aber in jeder Saison lohnenswert: Im Frühling säumt der Bärlauch die Wege, im Sommer bringt die Bergluft Abkühlung. Der Herbst ist an Farbenpracht kaum zu überbieten und an klaren Wintertagen scheinen die Alpen zum Greifen nah. Der Rundweg startet bei der Bergstation und führt zunächst zur Grillstelle Hinteri Egg. Gleich oberhalb befindet sich der höchste Punkt des Kantons Basel-Landschaft. Ein Kalkfels mit einer Tafel markiert die Stelle. Danach folgen mit dem Chellenchöpfli (1156 m ü.M.) und dem Passwang (1204 m ü.M.) die besten Aussichtspunkte der Strecke. Übrigens: Diese lässt sich halbieren, indem entweder von der Rochuskapelle direkt zurück zur Bergstation oder von der Bergstation direkt Richtung Passwang gewandert wird.",470,https://www.schweizmobil.ch/de/wanderland/route-470
Baselbieter Chirsiweg,Sommerau bei Rümlingen → Oltingen,11.0,400.0,Wanderweg | technical: easy | fitness: medium,180,1,"Wer denkt, im Tafeljura wegen des Namens ausschliesslich auf ebenes Terrain zu stossen, der irrt: Die steilen Waldhänge der Täler, welche die Eiszeitgletscher einst durch die Hochflächen des Jura frassen, machen den Reiz dieser Landschaft erst aus. Start des Baselbieter Chirsiwegs ist beim Bahnhof Sommerau, gelegen an der ältesten Bahnlinie zwischen Basel und dem Mittelland. Durch das lauschige Chrindeltal mit seinem renaturierten Auenwald – eine Seltenheit im karstigen Juragebiet – geht es zum Rünenberger Giessen, dessen Wasser über eine 18 Meter hohe, überhängende Felskante stürzt. Giessen nennt man die charakteristischen Wasserfälle des Tafeljuras, die sich über die flachen, harten Gesteinsschichten in die Täler ergiessen. Nach dem ersten Aufstieg ins sonnige Rünenberg mit seinen Baumgärten geht’s gleich wieder hinunter ins enge Eital, an dessen gegenüberliegender Talflanke der Weg an eindrücklichen Felswänden und zwei Höhlen vorbeiführt. In der ersten wurden einst Zähne und Knochen von Höhlenbären gefunden. Die andere lädt dazu ein, ein paar Schritte in die geheimnisvolle Finsternis des Erdinnern zu wagen. Zwischen Wenslingen und Oltingen, zwei typische Oberbaselbieter Dörfer mit stattlichen Bauernhäusern und Brunnen, säumen erneut unzählige Kirschbäume den Weg. Oltingens alter Dorfkern am Ziel des Chirsiwegs ist weitgehend originalgetreu erhalten geblieben. Besonders sehenswert ist das Ensemble aus Kirche, Pfarrhaus und Pfarrgarten. Für kulturhistorisch Interessierte ein absolutes Muss sind die spätgotischen Fresken in der Kirche. Diese Wanderung ist zu jeder Jahreszeit lohnend. Besonders reizvoll ist sie aber im Frühling während der «Blueschtzeit» (ungefähr im April), wenn die blühenden Kirschbäume das Baselbiet in ein Blumenmeer verwandeln. Aber auch wenn die Kirschen im Juni/Juli reif sind oder dann im Oktober/November, wenn die Blätter ihr sattes Orangegelb in der Herbstsonne leuchten lassen, zeigen sich die Bäume der «Baselbieter Nationalfrucht» von ihrer unwiderstehlichen Seite.",471,https://www.schweizmobil.ch/de/wanderland/route-471
Langenbruck-Bölcheflue–Rundweg,Langenbruck (Rundweg),13.0,700.0,Bergwanderweg | technical: medium | fitness: medium,250,1,"Die vielseitige Rundwanderung startet im Passdorf Langenbruck. Zu Beginn führt der Weg entlang Chräiegg zum eindrucksvollen Kloster Schönthal. Das ehemalige Benediktinerkloster gehört zu den bedeutendsten Kulturdenkmälern des Baselbiets und präsentiert sich heute als lebendige kulturelle Begegnungsstätte mit einem Skulpturenpark inmitten der Natur. Der anschliessende Aufstieg eröffnet weite Blicke über sanfte Hügel und bis zu den Alpen. Ab Humbel weitet sich der Horizont – das Panorama reicht jetzt über Basel, das Mittelland bis zu den fernen Bergketten. Der Kretenweg erfordert anfangs etwas Trittsicherheit, begeistert aber mit abwechslungsreicher Wegführung, stillen Waldpassagen und immer neuen Aussichten. Auf dem Erinnerungspfad zum Ersten Weltkrieg zwischen Lauchflue und Bölcheflue erzählen 12 Informationstafeln die Geschichte und Bedeutung der Fortifikation Hauenstein. Sie vermitteln Einblicke in den Ersten Weltkrieg in der Schweiz und zeigen die Auswirkungen auf Gesellschaft und Alltag. Nach den historischen Schützengräben beim Spitzenflüeli führt der Weg über den Chilchzimmersattel hinauf zur Bölcheflue, höchster Punkt der Tour. Der Aussichtspunkt, einst Beobachtungsposten im Ersten Weltkrieg, beeindruckt mit unvergleichlicher Sicht über das Baselbiet, nach Deutschland und Frankreich und in Richtung Alpen. An der Bölchen-Südstrasse erinnern restaurierte Wappen, steinerne Reliefs und gravierte Truppeninschriften an die Landwehrtruppen, die während des 1. Weltkrieges hier stationiert waren. Beim Abstieg nach Langenbruck lädt die gemütliche Bergwirtschaft Dürstel zu einer Pause ein. Auf der Terrasse oder in der gemütlichen Gaststube lassen sich regionale und saisonale Spezialitäten geniessen. Auch ein längerer Aufenthalt in Langenbruck lohnt sich: Die Rodelbahn und der Hochseilpark versprechen Action, zudem locken viele weitere landschaftlich reizvolle Wanderungen. Eine Übernachtung im historischen Hotel Erica rundet den Ausflug ab.",472,https://www.schweizmobil.ch/de/wanderland/route-472
Weissenstein-Passwang-Weg,Solothurn → Passwang,32.0,1800.0,Wanderweg | technical: easy | fitness: difficult,625,2,"Der Weg führt von der Barockstadt Solothurn zuerst durch die Verenaschlucht – ein Kraftort zum Energie tanken für den Aufstieg auf den Weissenstein. Weiter geht es via Talstation der Seilbahn in Oberdorf hoch zum Weissenstein. Danach folgt ein Abstieg in den Naturpark Thal nach Welschenrohr. Der Einstieg in die Wolfsschlucht erfolgt etwas oberhalb von Welschenrohr. Naturkräfte haben hier ein besonderes Naturerlebnis geschaffen: Bis zu 100 Meter ragen die Felswände der Schlucht in den Himmel. Vorbei an bizarren Gesteinsformationen, Höhlen und mit Moos bewachsenen Bäumen führt der Weg zur Oberen Tannmatt. Auf sonnigen Jurahöhen geht es weiter zum Zentner. Unterwegs zum Scheltenpass ist ein fantastisches Panorama auf das Guldental und die drei Juraketten zu bewundern. Der Weg bis zum Chratteneggli führt an der Bergwirtschaft Vorder Erzberg vorbei. Der Weg zum Passwang führt entlang der Grenze zwischen dem Naturpark Thal und dem Schwarzbubenland.",478,https://www.schweizmobil.ch/de/wanderland/route-478
Wolfsschlucht-Weg,Welschenrohr (Rundweg),14.0,860.0,Wanderweg | technical: easy | fitness: medium,285,1,"Die Wanderung startet in Welschenrohr. Eingebettet in die Hügelzüge der ersten und zweiten Jurakette bietet die kleine Gemeinde eine eindrückliche Naturkulisse. Während man die letzten Häuser hinter sich lässt, begibt man sich auf den Weg durch die sanften Wiesen und Waldinseln im Talboden. Nach Überqueren der Strasse erreicht man den Einstieg in die Schlucht. Der Ausgangspunkt der Wanderung liegt 100 Meter unterhalb der Postautohaltestelle Wolfsschlucht (Halt auf Verlangen). Die Wolfsschlucht ist ein kantonales Naturschutzreservat und zeigt hier die gewaltigen Kräfte der Natur. Zwischen hohen, zum Teil überhängenden Felswänden hindurch, führt der Weg hinauf durch die enge, wildromantische Schlucht mit Höhlen und Auswaschungen. Am Ende des Aufstieges verlässt man die Wolfsschlucht über eine schmale Passage. Über wundervolle Juraweiden geht es via Tannmatt zur Mieschegg und weiter zum Hinter Brandberg. Immer wieder hat man einen hervorragenden Blick auf die andere Talseite, wo sich eines der grössten zusammenhängenden Waldgebiete der Schweiz befindet. Der Abstieg führt mitten durch ein Luchs-Revier zurück ins Tal nach Welschenrohr.",484,https://www.schweizmobil.ch/de/wanderland/route-484
Tüfelsschlucht-Belchen-Weg,Hägendorf → Olten,17.0,820.0,Wanderweg | technical: easy | fitness: difficult,300,1,"Startort dieser Wanderung ist Hägendorf, eines der Industriedörfer im Gäu. Der wilde Cholersbach, hat die Tüfelsschlucht tief in das Juragestein eingefressen. Steile Felswände, Grotten, Höhlen und Strudellöcher sind so entstanden. Der Weg schlängelt sich dem wilden Bach entlang vorbei an märchenhaften Moosfelsen und der natürlichen Wasserfontaine «Spitzbrunnen». Weiter ansteigend führt der Weg zur Gwidemhöchi und auf die Belchenflue. Von hier aus besteht ein herrlicher Ausblick bis zu den Alpen und auf der anderen Seite bis über alle Juraketten in den Schwarzwald und die Vogesen. Nun beginnt der Abstieg. Durch Wälder und über Wiesen führt der Weg am General-Wille-Haus vorbei zur Homberglücke. Es folgen die Rumpelhöchi und der Rumpel. In raschem Abstieg kommt das Ziel Olten in Sicht.",485,https://www.schweizmobil.ch/de/wanderland/route-485
Oberdorf-Grenchen-Waldrandweg,Oberdorf SO → Grenchen,12.0,200.0,Wanderweg | technical: easy | fitness: medium,180,1,"Diese angenehme Wanderung führt grösstenteils dem Waldrand entlang von Oberdorf in die Uhrenstadt Grenchen. Sie eignet sich gut für Familien – und Dinosaurierfans. Denn neben der hübschen Aussicht sind die Dinosaurierspuren in der Nähe von Lommiswil ein Höhepunkt der Tour. Die Fährten im dortigen Steinbruch stammen von riesigen Pflanzenfressern, genauer: von einer Gruppe Brontosaurier. Von der Aussichtsplattform hat man einen guten Blick auf die Spuren, vor allem bei schräg einfallendem Licht. Schautafeln erläutern deren Entstehungsgeschichte und vermitteln Wissenswertes über das Leben der Dinosaurier, etwa dass die Fährten rund 145 Millionen Jahre alt sind. Als Ergänzung dazu bietet sich ein Besuch im Naturmuseum Solothurn an mit einer zu den Spuren passenden Ausstellung. Nach dem Steinbruch wird der Wald oberhalb von Lommiswil verlassen. Das Haufendorf erstreckt sich auf einer leicht nach Süden geneigten Geländeterrasse. Es liegt am Fusse der Hasenmatt, höchster Juragipfel im Kanton Solothurn (1444 m.ü.M.). Ab hier geht es nun stets flach dem Waldrand entlang, einzig unterbrochen von zwei kurzen Waldpassagen über zwei Bäche. Gut sichtbar im Verlauf der Wanderung ist auch das Storchendorf Altreu, wo zuweilen über 100 Tiere leben. Tipp: Wer nach der Wanderung mit dem Schiff von Grenchen zurück nach Solothurn fährt, kommt sogar am europaweit bekannten Ort vorbei, wo ab 1948 die Wiederansiedlung der Weissstörche gelang. Oberhalb von Grenchen führen die letzten zwei Kilometer leicht hinunter Richtung Bahnhof. Wer noch Zeit hat, kann den Findlingsgarten Grenchen besichtigen: Auf diesem 500 Meter langen Weg lassen sich 500’000 Jahre Erdgeschichte erleben. Zehn Schautafeln und rund 60 Findlinge entlang des renaturierten Moosbachs laden zum Lernen und Verweilen ein. Das Kultur-Historische Museum Grenchen erzählt in der Gesamtausstellung «Vom Bauerndorf zur Industriestadt» die Geschichte der Industrialisierung und ihrer Folgen am Beispiel der Region. Einen zeitlichen Schwerpunkt der Ausstellung bilden die Fünfziger Jahre, das «Goldene Zeitalter» der Grenchner Uhrenindustrie.",501,https://www.schweizmobil.ch/de/wanderland/route-501
